GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community_Converted,Community,Continuous Integration_Converted,Continuous Integration,Documentation_Converted,Documentation,History_Converted,History,Issues_Converted,Issues,License_Converted,License,Unit Testing_Converted,Unit Testing,ComplexContainerComprehension,ComplexLambdaExpression,LargeClass,LongBaseClassList,LongMessageChain,LongMethod,LongParameterList,LongScopeChaining,LongTernaryConditionalExpression,MultiplyNestedContainer,Normalized_ComplexContainerComprehension,Normalized_ComplexLambdaExpression,Normalized_LargeClass,Normalized_LongBaseClassList,Normalized_LongMessageChain,Normalized_LongMethod,Normalized_LongParameterList,Normalized_LongScopeChaining,Normalized_LongTernaryConditionalExpression,Normalized_MultiplyNestedContainer
tensorflow/models,N,64439,4914,234008,Organised but not in modules,1,"100 contributers, most significant",0,X CI is not used on the project.,0,X Most of the functions in the source code are not documented.,0,"Recent, Commit activity not negligible",1,820 open << 4647 closed,1,License provided,1,Few tests https://github.com/tensorflow/models/tree/master/official/utils/testing/scripts,338.0,11.0,248.0,239.0,1751.0,1125.0,1125.0,12.0,30.0,2081.0,0.10464396284829722,0.008184523809523808,0.028657268315229953,0.027690881705480248,0.05584792523841419,0.05474186170989246,0.05474186170989246,0.006335797254487856,0.03271537622682661,0.04677455608001798
tensorflow/privacy,Y,1117,289,14031,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,"6 has significantly more commits than others, but 26contributers",0,X CI is not used on the project.,0,X Most of the functions in the source code are not documented.,0,"Recent, Commit activity not negligible",1,22 open < 66 closed,1,License provided,0,X Doesn't seem to have unit test,338.0,11.0,248.0,239.0,1751.0,1125.0,1125.0,12.0,30.0,2081.0,0.10464396284829722,0.008184523809523808,0.028657268315229953,0.027690881705480248,0.05584792523841419,0.05474186170989246,0.05474186170989246,0.006335797254487856,0.03271537622682661,0.04677455608001798
tensorflow/quantum,Y,890,370,11147,Organised but not in modules,1,"2 have significantly more commits than others, but 16 contributers",0,X CI is not used on the project.,0,X Most of the functions in the source code are not documented.,0,"Recent, Commit activity not negligible",1,36 open < 61 closed,1,License provided,1,A number of tests https://github.com/tensorflow/quantum/tree/master/benchmarks/scripts,338.0,11.0,248.0,239.0,1751.0,1125.0,1125.0,12.0,30.0,2081.0,0.10464396284829722,0.008184523809523808,0.028657268315229953,0.027690881705480248,0.05584792523841419,0.05474186170989246,0.05474186170989246,0.006335797254487856,0.03271537622682661,0.04677455608001798
tensorflow/ranking,Y,1710,185,13563,"Organised but not in modules, not many files too",1,"3 have significantly more commits than others, but 15 contributers",0,X CI is not used on the project.,0,X Most of the functions in the source code are not documented.,0,Commit activity not negligible,1,13 open < 176 closed,1,License provided,1,Quite a number of tests https://github.com/tensorflow/ranking/tree/master/tensorflow_ranking/python,338.0,11.0,248.0,239.0,1751.0,1125.0,1125.0,12.0,30.0,2081.0,0.10464396284829722,0.008184523809523808,0.028657268315229953,0.027690881705480248,0.05584792523841419,0.05474186170989246,0.05474186170989246,0.006335797254487856,0.03271537622682661,0.04677455608001798
tensorflow/serving,Y,4454,4933,2177,Organised but not in modules,1,"1 has significantly more commits than others, but 100 contributers",0,X CI is not used on the project.,0,X Most of the functions in the source code are not documented.,0,Commit activity not negligible,1,67 open << 1086 closed,1,License provided,1,X 2 tests https://github.com/tensorflow/serving/tree/master/tensorflow_serving/test_util,338.0,11.0,248.0,239.0,1751.0,1125.0,1125.0,12.0,30.0,2081.0,0.10464396284829722,0.008184523809523808,0.028657268315229953,0.027690881705480248,0.05584792523841419,0.05474186170989246,0.05474186170989246,0.006335797254487856,0.03271537622682661,0.04677455608001798
tensorflow/tcav,Y,374,141,2479,The source code of the project exists as ad-hoc scripts,1,"2 have significantly more commits than others, but 10 contributers",0,X CI is not used on the project.,0,X Most of the functions in the source code are not documented.,0,Commit activity not negligible,1,2 open << 31 closed,1,License provided,0,X Doesn't seem to have unit test,338.0,11.0,248.0,239.0,1751.0,1125.0,1125.0,12.0,30.0,2081.0,0.10464396284829722,0.008184523809523808,0.028657268315229953,0.027690881705480248,0.05584792523841419,0.05474186170989246,0.05474186170989246,0.006335797254487856,0.03271537622682661,0.04677455608001798
tensorflow/text,N,596,226,13466,"Organised but not in modules, not many files too",1,"1 has significantly more commits than others, but 23 contributers",0,X CI is not used on the project.,0,X Most of the functions in the source code are not documented.,0,"Recent, Commit activity not negligible",1,20 open < 50 closed,1,License provided,0,X few test,338.0,11.0,248.0,239.0,1751.0,1125.0,1125.0,12.0,30.0,2081.0,0.10464396284829722,0.008184523809523808,0.028657268315229953,0.027690881705480248,0.05584792523841419,0.05474186170989246,0.05474186170989246,0.006335797254487856,0.03271537622682661,0.04677455608001798
tensorflow/tfjs,Y,13418,3938,11330,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,"100 contributers, most significant",0,X CI is not used on the project.,1,Documentation mostly in links,0,"Recent, Commit activity not negligible",1,376 open << 1828 closed,1,License provided,1,Have,338.0,11.0,248.0,239.0,1751.0,1125.0,1125.0,12.0,30.0,2081.0,0.10464396284829722,0.008184523809523808,0.028657268315229953,0.027690881705480248,0.05584792523841419,0.05474186170989246,0.05474186170989246,0.006335797254487856,0.03271537622682661,0.04677455608001798
tensorforce/tensorforce,Y,2699,1910,20607,Organised but not in modules,1,"3 have significantly more commits than others, but 59 contributers",1,Travis used,1,Documentation mostly in links,0,Commit activity not negligible,1,11 open < 490 closed,1,License provided,1,Quite a number of tests https://github.com/tensorforce/tensorforce/tree/master/test,65.0,35.0,59.0,59.0,439.0,396.0,396.0,11.0,6.0,449.0,0.020123839009287926,0.026041666666666664,0.0068176565749942224,0.006835824354072529,0.014001849902720633,0.019269135321882146,0.019269135321882146,0.005807814149947201,0.0065430752453653224,0.010092155540570915
tensorlayer/hyperpose,Y,796,487,6104,Organised but not in modules,1,"2 have significantly more commits than others, but 14 contributers",0,X CI is not used on the project.,0,X not much,0,Commit activity not negligible,1,6 open << 120 closed,0,"X There is no license to be found, either in the form of a license file or written inside the source code file.",0,X Doesn't seem to have unit test,4.0,2.0,27.0,22.0,186.0,115.0,115.0,1.0,2.0,376.0,0.001238390092879257,0.001488095238095238,0.00311994453431939,0.002548951454060943,0.0059324466558224095,0.005595834752566785,0.005595834752566785,0.0005279831045406547,0.0021810250817884407,0.008451337379186333
tensorlayer/rlzoo,Y,445,312,7707,Organised but not in modules,1,"2 have significantly more commits than others, but 5contributers",0,X CI is not used on the project.,1,Documentation mostly in links,0,"Recent, Commit activity not negligible",1,2 open < 9closed,1,License provided,0,X Doesn't seem to have unit test,18.0,6.0,54.0,47.0,613.0,345.0,345.0,6.0,14.0,391.0,0.005572755417956657,0.004464285714285714,0.00623988906863878,0.0054454871973120145,0.019551558064619015,0.016787504257700356,0.016787504257700356,0.003167898627243928,0.015267175572519085,0.008788491795909192
tensorlayer/tensorlayer,Y,6132,3270,27856,Organised but not in modules,1,"1 has significantly more commits than others, but 84 contributers",1,Travis used,1,Documentation provided,0,Commit activity not negligible,1,34 open < 403 closed,1,License provided,1,Quite a number of tests https://github.com/tensorforce/tensorforce/tree/master/test,189.0,64.0,304.0,297.0,3792.0,1987.0,1987.0,61.0,152.0,2532.0,0.058513931888544896,0.047619047619047616,0.03512826438641091,0.03441084462982273,0.12094536407999235,0.09668629263782784,0.09668629263782784,0.032206969376979935,0.16575790621592149,0.05691166554281861
tensorpack/tensorpack,Y,5551,2887,24814,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,"2 has significantly more commits than others, but 53 contributers",0,X CI is not used on the project.,1,Documentation provided,0,Commit activity not negligible,1,7 open << 1k+ closed,1,License provided,1,A number of tests https://github.com/tensorpack/tensorpack/tree/master/tests,255.0,115.0,412.0,397.0,1861.0,2081.0,2081.0,115.0,139.0,1650.0,0.07894736842105264,0.08556547619047619,0.04760804252368847,0.04599698760282702,0.05935636143271776,0.1012602793051433,0.1012602793051433,0.06071805702217529,0.15158124318429664,0.037086985839514496
tensorwerk/hangar-py,Y,154,594,25636,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,"1 has significantly more commits than others, but 5contributers",1,Travis used,1,Documentation provided,0,Commit activity not negligible,1,19 open < 44 closed,1,License provided,1,Quite a number of tests https://github.com/tensorwerk/hangar-py/tree/master/tests,44.0,1.0,34.0,29.0,432.0,311.0,311.0,2.0,5.0,718.0,0.013622291021671827,0.000744047619047619,0.00392881904321701,0.0033599814621712433,0.013778585781264951,0.015133083548245828,0.015133083548245828,0.0010559662090813093,0.0054525627044711015,0.01613845808046752
tessellate-imaging/monk_object_detection,Y,133,265,303930,Organized into projects where each project source code exists as ad-hoc scripts,1,https://github.com/Tessellate-Imaging/Monk_Object_Detection/graphs/contributors shows that there are multiple contributors but mainly 1,0,CI is not used on the project.,1,There is a well-maintained documentation,1,Evidence of sustained commit activity but not very stable,1,"The project maintainers respond to issues, as evidenced by https://github.com/Tessellate-Imaging/Monk_Object_Detection/issues/37 and https://github.com/Tessellate-Imaging/Monk_Object_Detection/issues/32 but not often",1,https://github.com/Tessellate-Imaging/Monk_Object_Detection/blob/master/LICENSE.md is provided.,1,There are many projects in this git and some of them have test files,2451.0,616.0,2298.0,2216.0,20341.0,16886.0,16886.0,1894.0,917.0,44490.0,0.7588235294117648,0.4583333333333333,0.2655419459209614,0.256748928281775,0.6487736420757184,0.8216631794073281,0.8216631794073281,0.9999999999999999,1.0,0.9999999999999999
tessellate-imaging/monk_v1,Y,281,442,87975,Organized into projects where each project source code have been organised into different modules in a way that shows the relationship between different files,1,https://github.com/Tessellate-Imaging/monk_v1/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project.,1,There is a well-maintained documentation,1,Evidence of sustained commit activity,1,"The project maintainers (mainly 1 person) respond to issues, as evidenced by https://github.com/Tessellate-Imaging/monk_v1/issues/75 and https://github.com/Tessellate-Imaging/monk_v1/issues/33",1,https://github.com/Tessellate-Imaging/monk_v1/blob/master/LICENSE.md is provided.,1,There are many files related to testing,24.0,10.0,66.0,61.0,1152.0,1820.0,1820.0,3.0,3.0,13106.0,0.007430340557275542,0.00744047619047619,0.007626531083891842,0.007067547213532616,0.036742895416706535,0.08856016738844825,0.08856016738844825,0.001583949313621964,0.0032715376226826612,0.2945830523713194
tf-encrypted/tf-encrypted,Y,696,590,18742,Organised but not in modules,1,"1 has significantly more commits than others, but 24 contributers",1,CircleCI used,1,Documentation provided,0,Commit activity not negligible,1,155 open < 222 closed,1,License provided,1,Quite a number of tests,35.0,27.0,57.0,45.0,630.0,407.0,407.0,33.0,5.0,510.0,0.010835913312693499,0.020089285714285712,0.0065865495724520455,0.00521376433785193,0.020093770931011386,0.01980438908082332,0.01980438908082332,0.017423442449841602,0.0054525627044711015,0.011463250168577207
thealgorithms/python,Y,76838,1606,28758,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/TheAlgorithms/Python/graphs/contributors shows that there are multiple contributors,1,The project uses Travis CI,0,Most of the functions in the source code are not documented.,1,Evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/TheAlgorithms/Python/issues/1919 and https://github.com/TheAlgorithms/Python/issues/2153, a lot of spam issues in this project by random users",1,https://github.com/TheAlgorithms/Python/blob/master/LICENSE.md is provided.,0,There is no evidence of any testing done on the project.,63.0,8.0,30.0,6.0,101.0,347.0,347.0,5.0,11.0,888.0,0.0195046439628483,0.005952380952380952,0.0034666050381326557,0.0006951685783802572,0.0032213823238605556,0.016884823122962387,0.016884823122962387,0.0026399155227032735,0.011995637949836423,0.019959541469993257
thudm/cogdl,Y,321,167,22732,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/THUDM/cogdl/graphs/contributors shows that there are multiple contributors,1,The project uses Travis CI,1,There is a well-maintained documentation,1,Only until recent 2 months with evidence of sustained commits,1,"The project maintainers respond to issues, as evidenced by https://github.com/THUDM/cogdl/issues/23 and https://github.com/THUDM/cogdl/issues/11",1,https://github.com/THUDM/cogdl/blob/master/LICENSE is provided.,1,There are many files related to testing,156.0,19.0,355.0,350.0,784.0,1688.0,1688.0,18.0,106.0,2006.0,0.04829721362229102,0.01413690476190476,0.04102149295123642,0.04055150040551501,0.025005581603036394,0.0821371222811542,0.0821371222811542,0.009503695881731784,0.11559432933478736,0.04508878399640368
thu-ml/tianshou,Y,1694,142,9696,Organised but not in modules,1,"1 has significantly more commits than others, but 19 contributers",0,X CI is not used on the project.,1,Documentation provided,0,"Recent, Commit activity not negligible",1,16 open < 47 closed,1,License provided,1,A number of tests,41.0,20.0,18.0,16.0,409.0,131.0,131.0,3.0,8.0,601.0,0.012693498452012385,0.01488095238095238,0.0020799630228795934,0.001853782875680686,0.013045003667910567,0.0063743856746630335,0.0063743856746630335,0.001583949313621964,0.008724100327153763,0.013508653630029219
thunlp/opennre,N,2534,120,2181,Organised but not in modules,1,"1 has significantly more commits than others, but 5 contributers",0,X CI is not used on the project.,0,X not much,0,Commit activity not negligible,1,all closed,1,License provided,1,X 1 test https://github.com/thunlp/OpenNRE/tree/master/tests,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tianxiaomo/pytorch-yolov4,N,857,129,4647,The source code of the project exists as ad-hoc scripts,1,https://github.com/Tianxiaomo/pytorch-YOLOv4/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project.,1,There is a well-maintained documentation,1,Evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/Tianxiaomo/pytorch-YOLOv4/issues/140 and https://github.com/Tianxiaomo/pytorch-YOLOv4/issues/134",1,https://github.com/Tianxiaomo/pytorch-YOLOv4/blob/master/License.txt is provided.,0,There is no evidence of any testing done on the project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tianzhi0549/fcos,Y,2152,288,11361,Organised but not in modules,1,"1 has significantly more commits than others, but 63 contributers",0,X CI is not used on the project.,0,X Most of the functions in the source code are not documented.,1,Commits are quite spread out,1,116 open < 157 closed,1,License provided,1,Quite a number of tests,220.0,46.0,145.0,145.0,922.0,660.0,660.0,6.0,48.0,1177.0,0.06811145510835914,0.03422619047619047,0.016755257684307835,0.016799907310856215,0.029407074283162696,0.03211522553647025,0.03211522553647025,0.003167898627243928,0.05234460196292258,0.026455383232187005
tiiiger/qpytorch,Y,100,223,4123,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/Tiiiger/QPyTorch/graphs/contributors shows that there are multiple contributors but mainly 1,0,CI is not used on the project.,1,There is a well-maintained documentation,0,No evidence of sustained commit activity,1,"The project author respond to issues, as evidenced by https://github.com/Tiiiger/QPyTorch/issues/31 and https://github.com/Tiiiger/QPyTorch/issues/21",1,https://github.com/Tiiiger/QPyTorch/blob/master/LICENSE is provided.,1,There are many files related to testing,7.0,31.0,82.0,63.0,141.0,159.0,159.0,6.0,12.0,148.0,0.0021671826625387,0.02306547619047619,0.009475387104229259,0.0072992700729927005,0.00449717730360731,0.007736849788331468,0.007736849788331468,0.003167898627243928,0.013086150490730645,0.0033265902449988757
timesler/facenet-pytorch,Y,1189,213,2029,Organised but not in modules,1,"1 has significantly more commits than others, but 7 contributers",1,Travis used,1,Documentation mostly in links,0,Commit activity not negligible,1,9 open < 56 closed,1,License provided,1,X 3 tests,9.0,0.0,11.0,11.0,24.0,44.0,44.0,0.0,1.0,245.0,0.0027863777089783283,0.0,0.0012710885139819736,0.0012744757270304716,0.0007654769878480529,0.002141015035764683,0.002141015035764683,0.0,0.0010905125408942203,0.005506855473140031
tirthajyoti/machine-learning-with-python,N,1309,446,10108,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,"There is 1 contributor other than the author, but 1 commit with 1++ 1-- only",0,X CI is not used on the project.,1,Documentation provided,1,Commits are quite spread out,1,1 open < 4 closed,1,License provided,0,X Doesn't seem to have unit test,63.0,8.0,30.0,6.0,101.0,347.0,347.0,5.0,11.0,888.0,0.0195046439628483,0.005952380952380952,0.0034666050381326557,0.0006951685783802572,0.0032213823238605556,0.016884823122962387,0.016884823122962387,0.0026399155227032735,0.011995637949836423,0.019959541469993257
tlatkowski/multihead-siamese-nets,Y,117,151,3221,Organised but not in modules,0,"There is 1 contributor other than the author, but 1 commit only",1,Travis used,0,X not much,1,Commits are quite spread out,0,same no. of open as closed,1,License provided,1,Few,5.0,0.0,22.0,13.0,102.0,117.0,117.0,0.0,0.0,118.0,0.0015479876160990713,0.0,0.002542177027963947,0.0015061985864905573,0.0032532771983542247,0.005693153617828816,0.005693153617828816,0.0,0.0,0.0026522814115531577
tobybreckon/fire-detection-cnn,N,238,258,695,The source code of the project exists as ad-hoc scripts,1,"1-2 has significantly more commits than others, but 4 contributers",0,X CI is not used on the project.,0,X Most of the functions in the source code are not documented.,1,Commits are quite spread out,1,3 open < 40 closed,1,License provided,0,X Doesn't seem to have unit test,119.0,114.0,62.0,51.0,1340.0,641.0,641.0,45.0,35.0,455.0,0.0368421052631579,0.08482142857142856,0.007164317078807488,0.005908932916232186,0.042739131821516285,0.03119069631648095,0.03119069631648095,0.02375923970432946,0.03816793893129771,0.010227017307260057
tofunlp/lineflow,Y,152,553,2757,The source code of the project exists as ad-hoc scripts,1,"There is 1 contributor other than the author, but 8 commits only",1,Travis used,0,X Most of the functions in the source code are not documented.,1,Commits are quite spread out,1,2 open < 29 closed,1,License provided,1,Few,338.0,11.0,248.0,239.0,1751.0,1125.0,1125.0,12.0,30.0,2081.0,0.10464396284829722,0.008184523809523808,0.028657268315229953,0.027690881705480248,0.05584792523841419,0.05474186170989246,0.05474186170989246,0.006335797254487856,0.03271537622682661,0.04677455608001798
torchgan/torchgan,Y,1053,120,4783,Organised but not in modules,1,"1 has significantly more commits than others, but 7 contributers",1,Travis used,1,Documentation provided,1,Commits are quite spread out,1,16 open < 24 closed,1,License provided,1,A number of tests,7.0,0.0,52.0,52.0,92.0,162.0,162.0,0.0,25.0,197.0,0.0021671826625387,0.0,0.006008782066096603,0.006024794345962229,0.0029343284534175357,0.007882828086224515,0.007882828086224515,0.0,0.02726281352235551,0.004427961339626882
totalgood/nlpia,Y,267,979,10684,Organised but not in modules,1,"1 has significantly more commits than others, but 8 contributers",1,Travis used,0,X Have but Most of the functions in the source code are not documented.,0,"Recent, Commit activity not negligible",1,4 open < 14 closed,1,License provided,0,No,255.0,22.0,21.0,12.0,469.0,347.0,347.0,4.0,94.0,1499.0,0.07894736842105264,0.016369047619047616,0.0024266235266928587,0.0013903371567605145,0.014958696137530699,0.016884823122962387,0.016884823122962387,0.0021119324181626186,0.1025081788440567,0.033692964711171045
trekhleb/machine-learning-experiments,N,311,829,3292,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,X There are no contributors to the project other than the author.,0,X CI is not used on the project.,0,X Most of the functions in the source code are not documented.,1,Quite alot of commits past month,0,"2 open, none closed",1,License provided,0,X Doesn't seem to have unit test,26.0,3.0,16.0,8.0,76.0,139.0,139.0,1.0,5.0,182.0,0.008049535603715172,0.002232142857142857,0.0018488560203374163,0.000926891437840343,0.002424010461518834,0.006763661135711157,0.006763661135711157,0.0005279831045406547,0.0054525627044711015,0.004090806922904023
tristandeleu/pytorch-maml-rl,N,518,223,1710,Organised but not in modules,1,"1 has significantly more commits than others, but 3 contributers",0,X CI is not used on the project.,0,X not much,1,Quite alot of commits past month,1,6 open < 27 closed,1,License provided,0,X Doesn't seem to have unit test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
